id,time,pos,open,high,low,close,volume,bidVolume,askVolume,vwap,prices,calc__label:vpLinesDeveloping__tf:same__id:vpLines__reset:daily__developing:true__valueAreaPct:70.0__out:poc,calc__label:vpLinesDeveloping__tf:same__id:vpLines__reset:daily__developing:true__valueAreaPct:70.0__out:vah,calc__label:vpLinesDeveloping__tf:same__id:vpLines__reset:daily__developing:true__valueAreaPct:70.0__out:val,calc__label:vpLines__tf:same__id:vpLines__reset:daily__developing:false__valueAreaPct:70.0__out:poc,calc__label:vpLines__tf:same__id:vpLines__reset:daily__developing:false__valueAreaPct:70.0__out:vah,calc__label:vpLines__tf:same__id:vpLines__reset:daily__developing:false__valueAreaPct:70.0__out:val,calc__label:cvd__tf:same__id:cvd__resetDaily:false__out:open,calc__label:cvd__tf:same__id:cvd__resetDaily:false__out:close,calc__label:volumeDelta__tf:same__id:volumeDelta__out:askVolume,calc__label:volumeDelta__tf:same__id:volumeDelta__out:bidVolume,calc__label:timeHighlightRange__tf:same__id:timeHighlightRange__startTime:083000__endTime:123000__timezone:chart__out:value,calc__label:timeHighlight__tf:same__id:timeHighlight__startTime:120000__out:value,calc__label:donchian__tf:same__id:donchian__length:100__out:highestHigh,calc__label:donchian__tf:same__id:donchian__length:100__out:lowestLow,calc__label:donchian__tf:same__id:donchian__length:100__out:mid,calc__label:keltner__tf:same__id:keltner__source:close__length:50__multiplier:1.6__out:basis,calc__label:keltner__tf:same__id:keltner__source:close__length:50__multiplier:1.6__out:top,calc__label:keltner__tf:same__id:keltner__source:close__length:50__multiplier:1.6__out:bot,calc__label:supertrend__tf:same__id:supertrend__source:hl2__length:3__multiplier:2__out:value,calc__label:heikinAshi__tf:same__id:heikinAshi__out:open,calc__label:heikinAshi__tf:same__id:heikinAshi__out:high,calc__label:heikinAshi__tf:same__id:heikinAshi__out:low,calc__label:heikinAshi__tf:same__id:heikinAshi__out:close,calc__label:ohlcForTimePeriod__tf:same__id:ohlcForTimePeriod__resetSeconds:3600__out:open,calc__label:ohlcForTimePeriod__tf:same__id:ohlcForTimePeriod__resetSeconds:3600__out:high,calc__label:ohlcForTimePeriod__tf:same__id:ohlcForTimePeriod__resetSeconds:3600__out:low,calc__label:ohlcForTimePeriod__tf:same__id:ohlcForTimePeriod__resetSeconds:3600__out:close
1778797591000000000,1778797591000,24980024,2.9103,2.9103,2.90995,2.90995,123,87,36,2.9100833333333327,2.9103:20;2.91005:59;2.9101:15;2.9102:1;2.91:20;2.90995:8,2.91165,2.91380,2.91120,2.91170,2.91410,2.90840,-873.00000,-924.00000,36.00000,-87.00000,0.00000,0.00000,2.91445,2.90995,2.91220,2.91225,2.91286,2.91165,2.91094,2.91025,2.91030,2.90995,2.91013,0.00000,0.00000,0.00000,0.00000
1778797657000000000,1778797657000,24980025,2.90985,2.9104,2.90985,2.9104,114,82,32,2.9101100877192985,2.90985:23;2.91:25;2.91005:19;2.91025:9;2.9103:11;2.91035:26;2.9104:1,2.91165,2.91390,2.91120,2.91170,2.91410,2.90840,-947.00000,-974.00000,32.00000,-82.00000,0.00000,0.00000,2.91445,2.90985,2.91215,2.91218,2.91280,2.91157,2.91094,2.91019,2.91040,2.90985,2.91012,0.00000,0.00000,0.00000,0.00000
1778797723000000000,1778797723000,24980026,2.9104,2.9108,2.9104,2.91065,208,145,63,2.9106362980769234,2.9104:8;2.91055:46;2.91065:129;2.9108:25,2.91165,2.91405,2.91120,2.91170,2.91410,2.90840,-974.00000,-1056.00000,63.00000,-145.00000,0.00000,0.00000,2.91445,2.90985,2.91215,2.91213,2.91274,2.91151,2.91094,2.91016,2.91080,2.91016,2.91056,0.00000,0.00000,0.00000,0.00000
1778797789000000000,1778797789000,24980027,2.9105,2.9105,2.90975,2.90975,330,32,298,2.909892727272727,2.9105:15;2.91035:19;2.9103:24;2.9099:33;2.91005:21;2.90975:218,2.91165,2.91440,2.91120,2.91170,2.91410,2.90840,-1041.00000,-790.00000,298.00000,-32.00000,0.00000,0.00000,2.91445,2.90975,2.91210,2.91204,2.91267,2.91141,2.91094,2.91036,2.91050,2.90975,2.91013,0.00000,0.00000,0.00000,0.00000
1778797856000000000,1778797856000,24980028,2.9098,2.91005,2.9097,2.90985,116,72,44,2.909895689655173,2.9098:23;2.90985:20;2.90995:11;2.91005:25;2.91:7;2.9099:19;2.9097:11,2.91165,2.91445,2.91100,2.91170,2.91410,2.90840,-804.00000,-818.00000,44.00000,-72.00000,0.00000,0.00000,2.91445,2.90970,2.91208,2.91197,2.91260,2.91134,2.91090,2.91024,2.91024,2.90970,2.90985,0.00000,0.00000,0.00000,0.00000
1778797922000000000,1778797922000,24980029,2.90995,2.90995,2.9096,2.9097,111,71,40,2.909842792792792,2.90995:54;2.9098:24;2.9097:25;2.90975:5;2.9096:3,2.91165,2.91445,2.91070,2.91170,2.91410,2.90840,-830.00000,-849.00000,40.00000,-71.00000,0.00000,0.00000,2.91445,2.90960,2.91202,2.91189,2.91252,2.91126,2.91069,2.91005,2.91005,2.90960,2.90980,0.00000,0.00000,0.00000,0.00000
1778797988000000000,1778797988000,24980030,2.9097,2.9099,2.9095,2.9096,131,74,57,2.909742366412214,2.9097:25;2.9099:49;2.90985:16;2.9095:24;2.90955:3;2.9096:14,2.91165,2.91445,2.91065,2.91170,2.91410,2.90840,-853.00000,-866.00000,57.00000,-74.00000,0.00000,0.00000,2.91445,2.90950,2.91197,2.91182,2.91244,2.91119,2.91058,2.90992,2.90992,2.90950,2.90968,0.00000,0.00000,0.00000,0.00000
1778798055000000000,1778798055000,24980031,2.9096,2.90965,2.90905,2.90915,92,18,74,2.909425543478261,2.9096:37;2.90965:11;2.9095:15;2.9092:5;2.90905:23;2.90915:1,2.91165,2.91445,2.91060,2.91170,2.91410,2.90840,-866.00000,-810.00000,74.00000,-18.00000,0.00000,0.00000,2.91445,2.90905,2.91175,2.91173,2.91237,2.91110,2.91033,2.90980,2.90980,2.90905,2.90936,0.00000,0.00000,0.00000,0.00000
1778798121000000000,1778798121000,24980032,2.9092,2.9092,2.9087,2.90885,138,57,81,2.9090119565217396,2.9092:16;2.90905:21;2.9091:25;2.909:22;2.90915:17;2.9087:14;2.90885:23,2.91165,2.91445,2.91060,2.91170,2.91410,2.90840,-810.00000,-786.00000,81.00000,-57.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91165,2.91228,2.91101,2.90994,2.90958,2.90958,2.90870,2.90899,0.00000,0.00000,0.00000,0.00000
1778798187000000000,1778798187000,24980033,2.90885,2.9096,2.9087,2.9096,126,67,59,2.9092103174603174,2.90885:15;2.90905:16;2.9089:22;2.9087:5;2.9091:3;2.90935:25;2.9095:14;2.9096:26,2.91165,2.91445,2.91060,2.91170,2.91410,2.90840,-786.00000,-794.00000,59.00000,-67.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91159,2.91224,2.91093,2.90994,2.90928,2.90960,2.90870,2.90919,0.00000,0.00000,0.00000,0.00000
1778798253000000000,1778798253000,24980034,2.90955,2.90995,2.90955,2.9096,126,118,8,2.9097690476190476,2.90955:20;2.9099:25;2.9098:39;2.90995:20;2.9096:22,2.91165,2.91445,2.91050,2.91170,2.91410,2.90840,-814.00000,-904.00000,8.00000,-118.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91153,2.91218,2.91087,2.90994,2.90924,2.90995,2.90924,2.90966,0.00000,0.00000,0.00000,0.00000
1778798320000000000,1778798320000,24980035,2.9095,2.9095,2.9091,2.9091,192,16,176,2.9092968750000003,2.9095:23;2.90945:58;2.90915:41;2.90925:31;2.9092:16;2.9091:23,2.91165,2.91445,2.91035,2.91170,2.91410,2.90840,-881.00000,-744.00000,176.00000,-16.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91146,2.91212,2.91080,2.90994,2.90945,2.90950,2.90910,2.90930,0.00000,0.00000,0.00000,0.00000
1778798386000000000,1778798386000,24980036,2.90925,2.90945,2.90905,2.90905,1210,967,243,2.909225454545455,2.90925:19;2.9092:899;2.90915:19;2.9093:247;2.90945:25;2.90905:1,2.90920,2.91210,2.90870,2.91170,2.91410,2.90840,-744.00000,-1468.00000,243.00000,-967.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91140,2.91205,2.91074,2.90994,2.90937,2.90945,2.90905,2.90920,0.00000,0.00000,0.00000,0.00000
1778798452000000000,1778798452000,24980037,2.9092,2.90935,2.9091,2.90925,118,85,33,2.9092364406779665,2.9092:41;2.90915:14;2.9093:13;2.90935:21;2.9091:6;2.90925:23,2.90920,2.91210,2.90870,2.91170,2.91410,2.90840,-1487.00000,-1520.00000,33.00000,-85.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91134,2.91199,2.91069,2.90994,2.90929,2.90935,2.90910,2.90922,0.00000,0.00000,0.00000,0.00000
1778798519000000000,1778798519000,24980038,2.9091,2.9092,2.90875,2.90885,238,180,58,2.909053571428571,2.9091:155;2.9092:17;2.909:19;2.9088:18;2.90895:22;2.90875:4;2.90885:3,2.90920,2.91210,2.90870,2.91170,2.91410,2.90840,-1632.00000,-1642.00000,58.00000,-180.00000,0.00000,0.00000,2.91445,2.90870,2.91157,2.91128,2.91193,2.91062,2.90988,2.90926,2.90926,2.90875,2.90898,0.00000,0.00000,0.00000,0.00000
1778798585000000000,1778798585000,24980039,2.90875,2.90875,2.90805,2.90805,324,18,306,2.9084507716049384,2.90875:20;2.90865:17;2.9085:22;2.90845:234;2.9083:2;2.9082:11;2.90805:18,2.90920,2.91200,2.90805,2.91170,2.91410,2.90840,-1622.00000,-1354.00000,306.00000,-18.00000,0.00000,0.00000,2.91445,2.90805,2.91125,2.91120,2.91186,2.91053,2.90953,2.90912,2.90912,2.90805,2.90840,0.00000,0.00000,0.00000,0.00000
1778798651000000000,1778798651000,24980040,2.9079,2.90795,2.9075,2.90795,126,90,36,2.9077674603174604,2.9079:28;2.9077:33;2.9078:17;2.9075:24;2.90795:24,2.90920,2.91190,2.90750,2.91170,2.91410,2.90840,-1354.00000,-1408.00000,36.00000,-90.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91112,2.91179,2.91044,2.90885,2.90876,2.90876,2.90750,2.90782,0.00000,0.00000,0.00000,0.00000
1778798717000000000,1778798717000,24980041,2.9079,2.90835,2.9079,2.90795,76,42,34,2.908053289473684,2.9079:14;2.908:13;2.9082:10;2.90835:3;2.90815:21;2.90795:15,2.90920,2.91190,2.90750,2.91170,2.91410,2.90840,-1408.00000,-1416.00000,34.00000,-42.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91104,2.91171,2.91037,2.90885,2.90829,2.90835,2.90790,2.90802,0.00000,0.00000,0.00000,0.00000
1778798784000000000,1778798784000,24980042,2.9079,2.90805,2.9077,2.90805,297,100,197,2.907838888888889,2.9079:30;2.90785:3;2.9077:20;2.9078:186;2.90795:41;2.90805:17,2.90920,2.91210,2.90790,2.91170,2.91410,2.90840,-1416.00000,-1319.00000,197.00000,-100.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91097,2.91164,2.91030,2.90881,2.90816,2.90816,2.90770,2.90793,0.00000,0.00000,0.00000,0.00000
1778798850000000000,1778798850000,24980043,2.90795,2.90875,2.90795,2.90875,114,45,69,2.9084188596491227,2.90795:5;2.908:15;2.90805:8;2.9084:20;2.90845:33;2.90875:33,2.90920,2.91210,2.90790,2.91170,2.91410,2.90840,-1314.00000,-1295.00000,69.00000,-45.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91092,2.91160,2.91024,2.90881,2.90804,2.90875,2.90795,2.90835,0.00000,0.00000,0.00000,0.00000
1778798916000000000,1778798916000,24980044,2.90895,2.90895,2.90855,2.90855,258,179,79,2.9087627906976747,2.90895:50;2.9088:25;2.9087:139;2.90885:16;2.90875:15;2.90855:13,2.90920,2.91200,2.90790,2.91170,2.91410,2.90840,-1295.00000,-1395.00000,79.00000,-179.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91087,2.91155,2.91019,2.90881,2.90820,2.90895,2.90820,2.90875,0.00000,0.00000,0.00000,0.00000
1778798983000000000,1778798983000,24980045,2.90845,2.9086,2.9081,2.9081,325,24,301,2.908174923076923,2.90845:6;2.9084:25;2.90835:15;2.90825:26;2.9086:7;2.9083:18;2.9081:228,2.90920,2.91165,2.90750,2.91170,2.91410,2.90840,-1395.00000,-1118.00000,301.00000,-24.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91081,2.91149,2.91012,2.90881,2.90847,2.90860,2.90810,2.90831,0.00000,0.00000,0.00000,0.00000
1778799049000000000,1778799049000,24980046,2.9081,2.9082,2.90795,2.90815,91,62,29,2.908075824175824,2.9081:44;2.9082:5;2.908:16;2.90795:12;2.90815:14,2.90920,2.91165,2.90750,2.91170,2.91410,2.90840,-1131.00000,-1151.00000,29.00000,-62.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91075,2.91143,2.91007,2.90881,2.90839,2.90839,2.90795,2.90810,0.00000,0.00000,0.00000,0.00000
1778799115000000000,1778799115000,24980047,2.90795,2.9082,2.90795,2.90815,118,78,40,2.908047033898305,2.90795:48;2.9081:11;2.908:19;2.9082:17;2.90815:23,2.90920,2.91165,2.90750,2.91170,2.91410,2.90840,-1151.00000,-1189.00000,40.00000,-78.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91070,2.91137,2.91002,2.90881,2.90825,2.90825,2.90795,2.90806,0.00000,0.00000,0.00000,0.00000
1778799182000000000,1778799182000,24980048,2.9081,2.90845,2.908,2.90845,88,40,48,2.908160227272727,2.9081:16;2.90815:23;2.90805:27;2.9082:5;2.908:2;2.9084:1;2.90845:14,2.90920,2.91165,2.90750,2.91170,2.91410,2.90840,-1189.00000,-1181.00000,48.00000,-40.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91065,2.91133,2.90998,2.90881,2.90815,2.90845,2.90800,2.90825,0.00000,0.00000,0.00000,0.00000
1778799248000000000,1778799248000,24980049,2.90865,2.9091,2.90865,2.909,277,35,242,2.9087312274368227,2.90865:200;2.9087:9;2.90885:22;2.9091:5;2.90905:21;2.909:20,2.90920,2.91165,2.90750,2.91170,2.91410,2.90840,-1160.00000,-974.00000,242.00000,-35.00000,0.00000,0.00000,2.91445,2.90750,2.91097,2.91062,2.91130,2.90994,2.90744,2.90820,2.90910,2.90820,2.90885,0.00000,0.00000,0.00000,0.00000
