id,time,pos,open,high,low,close,volume,bidVolume,askVolume,vwap,prices
1778798452000000000,1778798452000,24980037,8154.25,8154.25,8152.75,8152.75,311,83,228,8153.255627009647,8154.25:39;8153.25:19;8152.75:12;8153:208;8153.5:8;8154:25
1778798519000000000,1778798519000,24980038,8153.5,8157,8153.5,8155.5,101,64,37,8155.839108910891,8153.5:10;8155.25:25;8156.25:24;8157:23;8156.5:8;8155.5:11
1778798585000000000,1778798585000,24980039,8155.25,8155.75,8153,8154.25,274,212,62,8155.126824817518,8155.25:16;8155.75:172;8154.75:17;8154.25:27;8153:1;8153.25:41
1778798651000000000,1778798651000,24980040,8153.75,8154.5,8153.5,8154.5,115,77,38,8153.98695652174,8153.75:19;8153.5:27;8154.25:29;8154:21;8154.5:19
1778798717000000000,1778798717000,24980041,8155.5,8156.75,8155,8156.75,269,52,217,8156.388475836431,8155.5:37;8155:10;8156.25:7;8155.25:20;8156.75:195
1778798784000000000,1778798784000,24980042,8156.5,8158.25,8155.5,8157.5,186,175,11,8157.325268817204,8156.5:5;8158.25:14;8157.75:11;8156.25:21;8155.5:6;8157:5;8157.5:124
1778798850000000000,1778798850000,24980043,8157.5,8159.25,8156,8159.25,101,66,35,8156.829207920792,8157.5:9;8156:41;8156.5:22;8157.25:13;8157.75:6;8159.25:10
1778798916000000000,1778798916000,24980044,8160.25,8160.25,8158,8158,123,74,49,8159.268292682927,8160.25:25;8160:22;8159.25:9;8159:28;8158.75:22;8158:17
1778798983000000000,1778798983000,24980045,8157,8159.5,8157,8158.5,188,128,60,8157.849734042553,8157:105;8157.75:2;8158.5:21;8159:21;8159.5:22;8158.75:17
1778799049000000000,1778799049000,24980046,8159.75,8159.75,8156.25,8156.25,346,261,85,8157.31647398844,8159.75:16;8159:11;8158.5:25;8157.5:12;8157.75:22;8157:238;8156.25:22
1778799115000000000,1778799115000,24980047,8155.25,8156.5,8153.5,8154.25,116,94,22,8154.773706896552,8155.25:8;8156.25:5;8156.5:20;8155.5:11;8154.25:36;8153.5:14;8154:22
1778799182000000000,1778799182000,24980048,8153.5,8155.25,8152.5,8154.5,104,59,45,8153.858173076923,8153.5:5;8153.75:6;8153:4;8152.5:24;8153.25:11;8154.25:12;8155.25:18;8154.5:24
1778799248000000000,1778799248000,24980049,8153.75,8155.25,8153.25,8155.25,257,239,18,8154.23346303502,8153.75:17;8153.25:19;8154:35;8154.25:145;8154.75:18;8155.25:23
1778799314000000000,1778799314000,24980050,8156,8157,8156,8156.75,157,135,22,8156.382165605096,8156:44;8157:5;8156.5:100;8156.75:6;8156.25:2
1778799380000000000,1778799380000,24980051,8157.75,8157.75,8154.75,8154.75,96,42,54,8155.658854166667,8157.75:8;8156.5:9;8156.75:16;8155.25:31;8154.75:32
1778799447000000000,1778799447000,24980052,8155.25,8156.5,8153.5,8153.75,108,33,75,8154.979166666667,8155.25:18;8155.75:13;8156.5:9;8156:23;8154.5:12;8153.5:23;8153.75:10
1778799513000000000,1778799513000,24980053,8154.5,8154.5,8150.25,8150.5,98,30,68,8151.650510204082,8154.5:7;8153.5:7;8153:19;8152:2;8151.25:15;8150.25:18;8151:13;8150.5:17
1778799579000000000,1778799579000,24980054,8151.25,8153,8150.75,8152.5,110,37,73,8152.097727272727,8151.25:8;8151.5:12;8150.75:11;8152.25:42;8153:15;8152.5:22
1778799646000000000,1778799646000,24980055,8153,8154.25,8152.75,8153.5,118,76,42,8153.51906779661,8153:18;8153.75:6;8154.25:29;8153.5:39;8153.25:15;8152.75:11
1778799712000000000,1778799712000,24980056,8153.75,8154,8152,8152,262,100,162,8152.481870229008,8153.75:36;8154:15;8153.25:8;8152.5:16;8152.25:7;8152.75:18;8152:162
1778799778000000000,1778799778000,24980057,8152.25,8152.25,8149,8149,452,411,41,8150.237278761062,8152.25:35;8151.25:17;8149.75:222;8150.75:120;8150.25:21;8149.25:18;8149:19
1778799844000000000,1778799844000,24980058,8148.25,8148.25,8145.75,8147,103,53,50,8147.429611650486,8148.25:34;8147.25:10;8146.75:9;8145.75:12;8147:16;8147.75:22
1778799911000000000,1778799911000,24980059,8146.25,8147.5,8145.5,8145.5,87,51,36,8146.600574712644,8146.25:14;8146.5:38;8146.75:1;8147.5:17;8147:8;8145.5:9
1778799977000000000,1778799977000,24980060,8146,8147.5,8145.25,8146.5,577,14,563,8146.30979202773,8146:13;8145.25:83;8145.75:24;8147.5:13;8147:11;8146.5:433
1778800043000000000,1778800043000,24980061,8145.25,8146,8141.75,8141.75,96,55,41,8144.7421875,8145.25:22;8146:26;8145.5:15;8144.25:17;8142.75:1;8141.75:15
1778800110000000000,1778800110000,24980062,8143,8145.25,8143,8144,106,76,30,8144.21462264151,8143:14;8144:35;8145.25:13;8144.75:19;8144.25:25
1778800176000000000,1778800176000,24980063,8144.25,8144.5,8143.5,8143.75,119,46,73,8143.930672268908,8144.25:32;8143.75:45;8143.5:17;8144.5:7;8144:18
1778800242000000000,1778800242000,24980064,8144.5,8146.5,8142.5,8143,112,20,92,8144.25,8144.5:11;8146.5:22;8145.75:6;8144:37;8142.5:14;8143:22
1778800308000000000,1778800308000,24980065,8143.75,8143.75,8141.75,8143,93,27,66,8142.720430107527,8143.75:13;8143:26;8142.5:10;8141.75:18;8142.25:17;8143.5:9
1778800375000000000,1778800375000,24980066,8142.25,8142.25,8139.75,8141.75,85,45,40,8141.708823529411,8142.25:17;8142:16;8141.25:2;8139.75:2;8140.75:11;8141.75:37
1778800441000000000,1778800441000,24980067,8142.25,8146.25,8142.25,8146.25,71,19,52,8143.661971830986,8142.25:1;8143:24;8143.25:1;8142.5:15;8143.5:4;8144.5:18;8146.25:8
1778800507000000000,1778800507000,24980068,8145.5,8146.5,8145.5,8145.75,111,51,60,8145.977477477478,8145.5:35;8146.5:23;8146:37;8146.25:15;8145.75:1
1778800574000000000,1778800574000,24980069,8145,8145,8141,8141,753,23,730,8144.107237715803,8145:7;8144.5:1;8144.25:691;8142.5:36;8141.75:3;8142.25:5;8141:10
1778800640000000000,1778800640000,24980070,8141.75,8144.5,8141.75,8144.5,93,1,92,8143.306451612903,8141.75:14;8142.75:10;8144:43;8143.5:10;8142.5:11;8143:1;8144.5:4
1778800706000000000,1778800706000,24980071,8143.5,8145.75,8143.5,8144,123,95,28,8144.512195121952,8143.5:24;8144.25:15;8144.75:25;8145.5:12;8145.75:2;8145:1;8145.25:24;8144:20
1778800773000000000,1778800773000,24980072,8145,8145,8141,8141,61,61,0,8143.319672131148,8145:1;8144.25:12;8144:8;8143.75:12;8144.5:7;8142:17;8141:4
1778800839000000000,1778800839000,24980073,8142,8142.75,8138.75,8138.75,95,25,70,8141.226315789474,8142:25;8142.5:27;8142.75:4;8141:15;8139:12;8138.75:12
1778800905000000000,1778800905000,24980074,8139.75,8142,8139.75,8142,115,33,82,8141.019565217392,8139.75:5;8140.75:24;8141:40;8140.5:21;8142:25
1778800971000000000,1778800971000,24980075,8141.75,8141.75,8138,8140.5,119,56,63,8140.306722689075,8141.75:22;8141.5:13;8139.75:20;8140.5:21;8139:13;8138:7;8140:23
1778801038000000000,1778801038000,24980076,8140.75,8140.75,8137.5,8137.5,112,75,37,8138.633928571428,8140.75:6;8139.75:18;8139.5:16;8138.75:8;8138.25:19;8138:17;8137.75:9;8137.5:19
1778801104000000000,1778801104000,24980077,8137.75,8140.75,8137.75,8140.5,141,25,116,8139.193262411348,8137.75:37;8138.25:22;8139.5:21;8139.75:24;8140.75:24;8140.5:13
1778801170000000000,1778801170000,24980078,8139.5,8140,8135.75,8135.75,171,81,90,8138.293859649123,8139.5:38;8140:24;8139.25:21;8138.25:18;8137.25:48;8135.75:22
1778801237000000000,1778801237000,24980079,8135.5,8135.5,8133.25,8135.25,144,78,66,8133.928819444444,8135.5:3;8134.25:23;8133.5:40;8134:24;8133.25:34;8135.25:20
1778801303000000000,1778801303000,24980080,8136.25,8136.25,8134.75,8134.75,157,95,62,8135.452229299363,8136.25:26;8135.5:50;8135.25:58;8135:19;8134.75:4
1778801369000000000,1778801369000,24980081,8135.75,8136,8134.25,8134.5,588,554,34,8135.027210884354,8135.75:3;8134.25:15;8135:527;8136:25;8135.25:12;8134.5:6
1778801435000000000,1778801435000,24980082,8134,8134,8132,8132.25,164,108,56,8132.632621951219,8134:16;8133.75:12;8133.25:7;8133:7;8132:1;8132.5:19;8132.25:102
1778801502000000000,1778801502000,24980083,8132,8132.25,8129.75,8130,107,57,50,8130.978971962617,8132:13;8130:16;8129.75:21;8131.5:17;8132.25:11;8131.25:24;8130.75:5
1778801568000000000,1778801568000,24980084,8129.5,8130,8128.25,8130,132,33,99,8129.113636363636,8129.5:21;8129:47;8128.25:25;8129.25:21;8130:18
1778801634000000000,1778801634000,24980085,8129,8132.5,8129,8132.5,382,251,131,8131.619109947644,8129:16;8130.5:10;8131.25:15;8131.75:25;8129.75:17;8130.75:98;8132.25:19;8132.5:182
1778801701000000000,1778801701000,24980086,8132.5,8133.75,8131.5,8131.5,74,30,44,8132.9222972972975,8132.5:2;8132.25:12;8133:21;8133.75:7;8133.5:11;8132.75:20;8131.5:1
1778801767000000000,1778801767000,24980087,8132,8132,8129.25,8129.75,131,63,68,8130.824427480916,8132:33;8131.75:21;8130.75:25;8130.5:10;8129.75:26;8129.25:16
1778801833000000000,1778801833000,24980088,8130.5,8131.5,8129.25,8131.5,273,29,244,8131.226190476191,8130.5:14;8129.75:3;8130.25:15;8129.25:14;8131.25:21;8131.5:206
1778801900000000000,1778801900000,24980089,8131,8133.25,8131,8132,93,22,71,8131.889784946236,8131:18;8131.5:21;8131.75:9;8132.25:8;8133.25:4;8132.75:18;8132:15
1778801966000000000,1778801966000,24980090,8131.75,8132,8130.25,8132,204,145,59,8131.150735294118,8131.75:19;8131:102;8130.75:17;8130.25:19;8131.5:24;8132:23
1778802032000000000,1778802032000,24980091,8132.25,8133.25,8131.75,8131.75,102,56,46,8132.7107843137255,8132.25:16;8133.25:29;8132.75:21;8132.5:34;8131.75:2
1778802098000000000,1778802098000,24980092,8131.25,8134,8131.25,8132,116,23,93,8132.230603448276,8131.25:19;8133.25:24;8134:7;8133.5:5;8132.75:4;8132.25:12;8131.5:33;8132:12
1778802165000000000,1778802165000,24980093,8132.75,8136.75,8132.75,8134.75,335,282,53,8134.680597014925,8132.75:16;8133.25:8;8133.75:47;8135.25:1;8135:237;8136.75:4;8134.75:22
1778802231000000000,1778802231000,24980094,8134.5,8135,8134,8134.25,124,68,56,8134.631048387097,8134.5:34;8135:43;8134.75:16;8134:6;8134.25:25
1778802297000000000,1778802297000,24980095,8133.25,8135.75,8133.25,8135,84,44,40,8134.630952380952,8133.25:7;8134:1;8133.75:12;8134.5:25;8134.75:6;8135.75:10;8135.25:15;8135:8
1778802364000000000,1778802364000,24980096,8134,8135.5,8133.75,8133.75,534,13,521,8134.3057116104865,8134:10;8134.25:483;8135:23;8134.75:3;8135.5:12;8133.75:3
1778802430000000000,1778802430000,24980097,8134,8135,8131.25,8131.25,129,82,47,8133.763565891473,8134:6;8133.75:25;8134.25:42;8133.5:25;8135:4;8133.25:24;8131.25:3
1778802496000000000,1778802496000,24980098,8131.25,8131.25,8126,8126,96,70,26,8129,8131.25:20;8130.5:3;8129.5:22;8129.25:4;8128.5:22;8127.25:19;8126.75:1;8126:5
1778802562000000000,1778802562000,24980099,8124,8124,8122.75,8122.75,103,36,67,8123.51213592233,8124:38;8123.75:14;8123.25:30;8123:8;8122.75:13
1778802629000000000,1778802629000,24980100,8122,8122.75,8121,8121,88,61,27,8121.673295454545,8122:4;8122.25:23;8121:32;8121.25:9;8122.75:7;8122.5:3;8121.75:10
1778802695000000000,1778802695000,24980101,8121.25,8121.25,8118.75,8120.25,106,44,62,8119.542452830188,8121.25:2;8120.5:19;8119.25:33;8119.75:14;8118.75:7;8119:25;8120.25:6
1778802761000000000,1778802761000,24980102,8119.25,8119.5,8117.5,8117.5,101,80,21,8118.623762376237,8119.25:25;8119:13;8119.5:8;8118.5:13;8118:11;8118.25:21;8117.5:10
1778802828000000000,1778802828000,24980103,8117.75,8118,8115.25,8116.75,94,53,41,8116.912234042553,8117.75:3;8118:8;8117.5:7;8116.25:15;8115.25:3;8116.75:40;8117.25:18
1778802894000000000,1778802894000,24980104,8116,8117,8114.5,8115.25,112,12,100,8116.116071428572,8116:43;8116.75:18;8116.5:10;8117:17;8115.25:18;8114.5:6
1778802960000000000,1778802960000,24980105,8116.25,8116.25,8113.25,8114.25,107,74,33,8115.376168224299,8116.25:25;8115.75:21;8115.5:30;8114.75:11;8113.25:4;8114.25:16
1778803026000000000,1778803026000,24980106,8114.75,8114.75,8109.25,8110,73,63,10,8111.291095890411,8114.75:3;8113.75:10;8113:12;8111.75:3;8110.5:13;8110:25;8109.25:7
1778803093000000000,1778803093000,24980107,8109.75,8109.75,8108.25,8108.75,959,921,38,8108.972367049009,8109.75:2;8109:876;8108.75:50;8109.5:6;8108.5:1;8108.25:24
1778803159000000000,1778803159000,24980108,8109.5,8110,8108.5,8110,105,28,77,8109.3,8109.5:26;8108.5:15;8109.25:29;8109:16;8109.75:1;8110:18
1778803225000000000,1778803225000,24980109,8110,8110,8107,8107,115,90,25,8108.745652173913,8110:18;8108:24;8108.25:21;8109:24;8108.75:12;8109.5:11;8107:5
1778803292000000000,1778803292000,24980110,8107.5,8108.5,8106.5,8107.75,280,264,16,8107.529464285714,8107.5:256;8107.75:7;8106.5:4;8108.25:10;8108.5:3
1778803358000000000,1778803358000,24980111,8107,8107.5,8105.75,8106.5,464,55,409,8106.915948275862,8107:28;8106.75:27;8107.5:176;8106.5:228;8105.75:5
1778803424000000000,1778803424000,24980112,8106.75,8107.75,8106.75,8107,78,51,27,8107.198717948718,8106.75:4;8107.5:18;8107:30;8107.75:2;8107.25:24
1778803491000000000,1778803491000,24980113,8108.5,8109,8106,8106,251,62,189,8107.621513944223,8108.5:27;8107.75:14;8109:7;8108:23;8107.5:161;8106.5:13;8106:6
1778803557000000000,1778803557000,24980114,8106.25,8106.5,8105.5,8105.75,113,24,89,8105.8185840707965,8106.25:7;8106:16;8106.5:8;8105.75:59;8105.5:23
1778803623000000000,1778803623000,24980115,8105,8105,8102.75,8102.75,344,64,280,8103.797965116279,8105:25;8104.25:18;8103.25:31;8103.75:253;8104.5:5;8102.75:12
1778803689000000000,1778803689000,24980116,8101.25,8101.25,8096.25,8096.25,286,20,266,8098.026223776224,8101.25:1;8100.5:20;8099.75:21;8100:5;8099.5:20;8099:3;8097.5:202;8096.25:14
1778803756000000000,1778803756000,24980117,8098.25,8100.25,8098,8100.25,110,84,26,8099.356818181818,8098.25:12;8098:13;8099:10;8099.75:26;8099.5:21;8100:15;8100.25:13
1778803822000000000,1778803822000,24980118,8101.25,8105.5,8101.25,8105.5,143,132,11,8102.295454545455,8101.25:85;8101.75:11;8102.25:9;8103:9;8104.5:4;8105.5:25
1778803888000000000,1778803888000,24980119,8105,8110.75,8105,8110.75,108,51,57,8107.944444444444,8105:15;8106:11;8106.75:10;8107:16;8108.75:17;8109.25:13;8109.75:11;8110.75:15
1778803955000000000,1778803955000,24980120,8110.75,8115,8110.75,8115,151,63,88,8113.5066225165565,8110.75:13;8111.25:22;8112.5:11;8112.75:1;8113.25:16;8113.5:20;8115:68
1778804021000000000,1778804021000,24980121,8115,8116,8114,8114,113,36,77,8114.882743362832,8115:25;8114.25:33;8116:20;8115.25:16;8114.5:13;8114:6
1778804087000000000,1778804087000,24980122,8114,8115.5,8113.25,8113.5,92,40,52,8114.307065217391,8114:10;8113.25:17;8114.75:12;8115:23;8115.5:12;8113.5:18
1778804153000000000,1778804153000,24980123,8113.25,8113.25,8108,8109.75,292,82,210,8111.005993150685,8113.25:13;8111.75:23;8111.25:210;8110.25:3;8109.75:16;8109:6;8108:21
1778804220000000000,1778804220000,24980124,8108.25,8108.25,8105,8106,98,44,54,8106.288265306122,8108.25:4;8107.75:18;8106.25:4;8105.5:9;8105:23;8106.75:19;8106:21
1778804286000000000,1778804286000,24980125,8106,8106.75,8106,8106.75,93,48,45,8106.416666666667,8106:15;8106.25:10;8106.5:59;8106.75:9
1778804352000000000,1778804352000,24980126,8106.75,8107.25,8106.75,8107,953,907,46,8106.994228751311,8106.75:27;8107:921;8107.25:5
1778804419000000000,1778804419000,24980127,8106.75,8106.75,8106.25,8106.25,80,43,37,8106.44375,8106.75:16;8106.5:30;8106.25:34
1778804485000000000,1778804485000,24980128,8106,8106.25,8105.25,8105.25,85,15,70,8105.791176470589,8106:14;8105.5:14;8105.75:34;8106.25:15;8105.25:8
1778804551000000000,1778804551000,24980129,8105,8105,8104.25,8104.25,284,66,218,8104.645246478874,8105:25;8104.75:176;8104.5:22;8104.25:61
1778804617000000000,1778804617000,24980130,8104.25,8105,8104,8105,287,227,60,8104.120209059233,8104.25:48;8104:208;8104.5:17;8105:14
1778804684000000000,1778804684000,24980131,8105,8105.5,8105,8105.25,66,33,33,8105.284090909091,8105:24;8105.25:9;8105.5:33
1778804750000000000,1778804750000,24980132,8105.25,8105.75,8104.75,8105.75,79,44,35,8105.408227848101,8105.25:35;8105.5:34;8104.75:1;8105.75:9
1778804816000000000,1778804816000,24980133,8105.75,8106.5,8105.75,8106.25,82,32,50,8106.039634146341,8105.75:15;8106.25:14;8106:46;8106.5:7
1778804883000000000,1778804883000,24980134,8106.25,8106.25,8105,8105,115,82,33,8105.595652173913,8106.25:19;8106:11;8105.5:32;8105.75:18;8105.25:17;8105:18
1778804949000000000,1778804949000,24980135,8105,8105.5,8105,8105.5,122,65,57,8105.352459016393,8105:12;8105.25:48;8105.5:62
1778805015000000000,1778805015000,24980136,8105.25,8105.25,8104.25,8104.25,288,250,38,8104.685763888889,8105.25:1;8105:10;8104.5:48;8104.75:210;8104.25:19
1778805082000000000,1778805082000,24980137,8104.5,8106,8104.5,8106,110,74,36,8105.252272727273,8104.5:16;8104.75:15;8105:16;8105.25:27;8105.75:13;8106:23
1778805148000000000,1778805148000,24980138,8105.75,8106.25,8105.75,8106,111,91,20,8106.114864864865,8105.75:5;8106:50;8106.25:56
1778805214000000000,1778805214000,24980139,8106,8106,8105,8105,191,122,69,8105.387434554974,8106:6;8105.5:112;8105:25;8105.25:48
1778805280000000000,1778805280000,24980140,8105.25,8105.25,8105,8105,88,39,49,8105.048295454545,8105.25:17;8105:71
1778805347000000000,1778805347000,24980141,8105,8105.5,8104.75,8105.25,80,32,48,8105.015625,8105:29;8104.75:31;8105.25:4;8105.5:16
1778805413000000000,1778805413000,24980142,8105.25,8105.25,8104.25,8104.5,122,25,97,8104.706967213115,8105.25:18;8105:10;8104.75:49;8104.25:22;8104.5:23
1778805479000000000,1778805479000,24980143,8104.25,8104.5,8104,8104.25,56,19,37,8104.272321428572,8104.25:35;8104.5:13;8104:8
1778805546000000000,1778805546000,24980144,8104.25,8104.25,8103.75,8103.75,65,25,40,8104.046153846154,8104.25:21;8104:35;8103.75:9
1778805612000000000,1778805612000,24980145,8103.75,8105,8103.5,8105,117,61,56,8104.307692307692,8103.75:23;8103.5:17;8104:9;8104.25:5;8104.5:23;8104.75:10;8105:30
1778805678000000000,1778805678000,24980146,8104.75,8104.75,8103.5,8103.5,197,37,160,8104.178934010152,8104.75:72;8104.25:42;8103.75:45;8104:2;8103.5:36
1778805744000000000,1778805744000,24980147,8103.5,8103.75,8103.25,8103.5,105,40,65,8103.490476190476,8103.5:89;8103.25:10;8103.75:6
1778805811000000000,1778805811000,24980148,8103.5,8103.75,8103.5,8103.5,338,86,252,8103.507396449704,8103.5:328;8103.75:10
1778805877000000000,1778805877000,24980149,8103.25,8104.25,8103,8104.25,99,32,67,8103.590909090909,8103.25:29;8103.5:27;8103:9;8104:19;8104.25:15
1778805943000000000,1778805943000,24980150,8104.25,8104.25,8103,8103,221,200,21,8103.932126696833,8104.25:144;8103.75:18;8103.5:9;8103.25:32;8103:18
1778806010000000000,1778806010000,24980151,8103,8103.5,8103,8103,761,719,42,8103.0308804205,8103:692;8103.25:44;8103.5:25
1778806076000000000,1778806076000,24980152,8103,8103,8102.5,8103,135,29,106,8102.751851851852,8103:38;8102.75:60;8102.5:37
1778806142000000000,1778806142000,24980153,8103,8103.5,8102.5,8102.5,120,63,57,8103.054166666667,8103:18;8103.25:49;8103.5:20;8102.75:3;8102.5:30
1778806209000000000,1778806209000,24980154,8102.5,8103,8102.5,8102.5,77,19,58,8102.714285714285,8102.5:15;8102.75:58;8103:4
1778806275000000000,1778806275000,24980155,8102.5,8102.5,8101.75,8101.75,74,34,40,8102.010135135135,8102.5:14;8102:35;8101.75:25
1778806341000000000,1778806341000,24980156,8101.75,8102.25,8101.75,8102,97,49,48,8102.087628865979,8101.75:9;8102:45;8102.25:43
1778806407000000000,1778806407000,24980157,8102,8102.25,8102,8102.25,251,80,171,8102.17828685259,8102:72;8102.25:179
1778806474000000000,1778806474000,24980158,8102.75,8103,8102.25,8102.25,123,34,89,8102.587398373984,8102.75:18;8103:18;8102.5:76;8102.25:11
