id,time,pos,open,high,low,close,volume,bidVolume,askVolume,vwap,prices,calc__label:smaLow14__tf:same__id:sma__source:low__length:14__out:value,calc__label:emaOpen21__tf:same__id:ema__source:open__length:21__out:value,calc__label:vwmaHigh120__tf:same__id:vwma__source:high__length:120__out:value,calc__label:wmaLow31__tf:same__id:wma__source:low__length:31__out:value,calc__label:rmaHigh40__tf:same__id:rma__source:high__length:40__out:value,calc__label:hmaOpen150__tf:same__id:hma__source:open__length:150__out:value,calc__label:crossaboveHighSma20__tf:same__id:crossabove__series1:high__series2:sma20__out:value,calc__label:crossbelowHighSma20__tf:same__id:crossbelow__series1:high__series2:sma20__out:value,calc__label:stdDevLow22__tf:same__id:stdev__source:low__length:22__out:value,calc__label:changeHigh8__tf:same__id:change__source:high__length:8__out:value,calc__label:truerange__tf:same__id:truerange__out:value,calc__label:linearRegressionHigh35__tf:same__id:linreg__source:high__length:35__out:value,calc__label:pivothigh5__tf:same__id:pivothigh__source:high__length:5__out:value,calc__label:pivotlow5__tf:same__id:pivotlow__source:low__length:5__out:value,calc__label:rateofchangeOpen36__tf:same__id:rateofchange__source:open__length:36__out:value,calc__label:sumLow250__tf:same__id:sum__source:low__length:250__out:value,calc__label:cumulativeLow__tf:same__id:cumulative__source:low__out:value,calc__label:atr18__tf:same__id:atr__length:18__out:value,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:top,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:mid,calc__label:bbLow3015__tf:same__id:bb__source:low__length:30__mult:1.5__out:bot,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:macd,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:signal,calc__label:macdHigh163011__tf:same__id:macd__source:high__fastLength:16__slowLength:30__signalLength:11__out:hist,calc__label:rsiLow21__tf:same__id:rsi__source:low__length:21__out:value,calc__label:stochasticOpen14__tf:same__id:stochastic__source:open__high:high__low:low__length:14__out:value,calc__label:vwapOpenDaily__tf:same__id:vwap__source:open__resetCondition:daily__out:value,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:vwap,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:top1,calc__label:vwapBandsLow125__tf:same__id:vwapbands__source:low__resetCondition:daily__bandMult1:1.25__out:bot1
1778796662000000000,1778796662000,24980010,4389.75,4391.5,4389.25,4391.5,141,87,54,4390.248226950354,4389.75:41;4390.75:25;4390:24;4389.5:9;4389.25:7;4390.25:13;4391.5:22,4385.25,4387.82,4386.86,4386.96,4382.89,4385.57,0.00,0.00,0.00,4.50,2.25,4391.92,0.00,0.00,0.00,0.00,48237.75,2.55,4385.25,4385.25,4385.25,0.00,0.00,0.00,58.98,83.02,4384.92,4384.32,4388.87,4379.78
1778796729000000000,1778796729000,24980011,4390.75,4391.75,4388.5,4391.75,60,47,13,4389.529166666666,4390.75:1;4390.5:1;4389.25:20;4388.5:7;4388.75:2;4389.5:23;4391.5:2;4391.75:4,4385.52,4388.27,4387.00,4387.20,4383.11,4385.99,0.00,0.00,0.00,4.50,3.25,4391.92,0.00,0.00,0.00,0.00,52626.25,2.59,4385.52,4385.52,4385.52,0.00,0.00,0.00,56.83,90.57,4385.08,4384.44,4389.00,4379.88
1778796795000000000,1778796795000,24980012,4392.5,4392.75,4390.5,4391,362,328,34,4391.854281767955,4392.5:16;4392:257;4392.75:23;4391:42;4390.5:24,4385.90,4388.87,4387.85,4387.67,4383.35,4386.68,0.00,0.00,0.00,5.75,2.25,4391.92,4392.75,0.00,0.00,0.00,57016.75,2.57,4385.90,4385.90,4385.90,0.00,0.00,0.00,60.83,98.21,4386.18,4385.33,4390.22,4380.45
1778796861000000000,1778796861000,24980013,4390.75,4390.75,4387.75,4387.75,858,818,40,4387.91754079254,4390.75:16;4389.25:20;4389.5:20;4387.75:733;4388:42;4388.5:27,4386.04,4389.12,4388.60,4387.68,4383.54,4387.29,0.00,0.00,0.00,2.25,3.25,4391.92,0.00,0.00,0.00,0.00,61404.50,2.61,4386.04,4386.04,4386.04,0.00,0.00,0.00,53.65,85.71,4387.36,4385.96,4390.32,4381.60
1778796928000000000,1778796928000,24980014,4387,4388.75,4385.75,4387.75,153,91,62,4387.638888888889,4387:32;4386.25:13;4385.75:17;4386.5:2;4388.25:10;4388.75:58;4387.75:21,4386.54,4388.86,4388.61,4387.44,4383.67,4387.72,0.00,0.00,0.00,-1.00,3.00,4391.92,0.00,0.00,0.00,0.00,65790.25,2.63,4386.02,4386.02,4386.02,0.00,0.00,0.00,49.22,58.18,4387.34,4385.95,4390.21,4381.69
1778796994000000000,1778796994000,24980015,4387.25,4390,4386,4386,76,37,39,4388.309210526316,4387.25:2;4388.25:6;4388.75:22;4388:10;4390:1;4389.75:20;4386:15,4387.04,4388.67,4388.64,4387.27,4383.82,4388.02,0.00,0.00,0.00,0.75,4.00,4391.92,0.00,0.00,0.00,0.00,70176.25,2.71,4386.02,4386.02,4386.02,0.00,0.00,0.00,49.77,43.59,4387.34,4385.95,4390.17,4381.73
1778797060000000000,1778797060000,24980016,4385.25,4386.25,4384.5,4384.5,105,53,52,4385.707142857143,4385.25:22;4386:48;4386.25:9;4385.75:18;4384.5:8,4387.14,4388.29,4388.57,4386.96,4383.88,4388.19,0.00,4386.25,0.00,-3.25,1.75,4391.92,0.00,0.00,0.00,0.00,74560.75,2.66,4385.93,4385.93,4385.93,-0.02,0.00,0.00,46.61,9.09,4387.28,4385.91,4390.07,4381.74
1778797126000000000,1778797126000,24980017,4384.75,4384.75,4382.25,4383,89,31,58,4383.387640449439,4384.75:13;4384.5:3;4384.25:8;4384:16;4383:24;4382.25:25,4386.91,4387.92,4388.48,4386.46,4383.91,4388.25,0.00,0.00,0.00,-7.25,2.50,4391.92,0.00,0.00,0.00,0.00,78943.00,2.65,4385.72,4385.72,4385.72,-0.08,0.00,0.00,42.39,23.81,4387.22,4385.82,4390.00,4381.65
1778797193000000000,1778797193000,24980018,4383,4385.25,4382.25,4385,99,39,60,4384.295454545455,4383:17;4383.25:6;4382.25:5;4384:14;4384.75:14;4385.25:24;4385:19,4386.71,4387.42,4388.39,4386.04,4383.94,4388.20,0.00,0.00,0.00,-6.25,3.00,4391.92,0.00,0.00,0.00,0.00,83325.25,2.67,4385.54,4385.54,4385.54,-0.14,0.00,0.00,42.39,7.14,4387.11,4385.73,4389.91,4381.55
1778797259000000000,1778797259000,24980019,4385.75,4386,4384.75,4384.75,121,58,63,4385.68388429752,4385.75:21;4385:10;4385.5:41;4386:47;4384.75:2,4386.63,4387.27,4388.32,4385.92,4383.99,4388.09,0.00,0.00,0.00,-5.75,1.25,4391.92,0.00,0.00,0.00,0.00,87710.00,2.59,4385.50,4385.50,4385.50,-0.18,0.00,0.00,48.15,33.33,4387.07,4385.70,4389.82,4381.58
1778797325000000000,1778797325000,24980020,4384.25,4384.25,4381,4384,125,72,53,4383.06,4384.25:11;4383.75:42;4382.75:15;4381:18;4382:9;4383:19;4384:11,4386.18,4386.99,4388.20,4385.47,4384.00,4387.93,0.00,0.00,0.00,-8.50,3.75,4391.92,0.00,4381.00,0.00,0.00,92091.00,2.65,4385.29,4385.29,4385.29,-0.28,0.00,0.00,41.60,27.66,4386.98,4385.56,4389.73,4381.38
1778797392000000000,1778797392000,24980021,4384.5,4389.25,4384.25,4389,133,93,40,4386.4699248120305,4384.5:31;4384.25:16;4386.25:22;4386.5:15;4387.5:18;4389.25:16;4389:15,4385.95,4386.76,4388.23,4385.37,4384.13,4387.73,4384.25,0.00,3.14,-1.50,5.25,4391.92,0.00,0.00,0.00,0.00,96475.25,2.80,4385.24,4385.24,4385.24,-0.21,0.00,0.00,48.03,29.79,4386.91,4385.51,4389.63,4381.40
1778797458000000000,1778797458000,24980022,4390,4390,4388.75,4390,865,616,249,4389.92774566474,4390:795;4389.75:10;4389.25:19;4388.75:19;4389:22,4386.07,4387.06,4388.53,4385.65,4384.28,4387.58,0.00,0.00,2.88,1.25,1.25,4391.92,0.00,0.00,0.00,0.00,100864.00,2.71,4385.39,4385.39,4385.39,-0.12,0.00,0.00,55.20,76.60,4387.43,4386.07,4390.06,4382.07
1778797524000000000,1778797524000,24980023,4389.5,4389.5,4388.25,4389.25,104,35,69,4389.072115384615,4389.5:50;4388.75:6;4388.25:28;4389.25:20,4385.98,4387.28,4388.55,4385.86,4384.41,4387.47,0.00,0.00,2.52,-0.50,1.75,4391.92,0.00,0.00,0.00,0.00,105252.25,2.66,4385.51,4385.51,4385.51,-0.06,0.00,0.00,54.33,72.34,4387.47,4386.11,4390.09,4382.13
1778797591000000000,1778797591000,24980024,4389,4390.25,4388.25,4390.25,164,84,80,4389.530487804878,4389:9;4389.75:22;4390:67;4388.25:13;4388.5:4;4389.25:16;4388.75:20;4390.25:13,4385.91,4387.44,4388.60,4386.04,4384.55,4387.39,0.00,0.00,2.46,4.00,2.00,4391.92,0.00,0.00,0.00,0.00,109640.50,2.62,4385.62,4385.62,4385.62,0.02,0.00,0.00,54.33,68.09,4387.52,4386.17,4390.12,4382.23
1778797657000000000,1778797657000,24980025,4390.5,4393.75,4390.25,4393.5,940,901,39,4393.433776595744,4390.5:3;4390.75:9;4390.25:3;4391:5;4392:7;4393.5:896;4393.75:17,4386.04,4387.72,4389.37,4386.35,4384.78,4387.37,0.00,0.00,2.58,9.00,3.50,4391.92,0.00,0.00,0.00,0.00,114030.75,2.67,4385.80,4385.80,4385.80,0.24,0.00,0.00,57.31,74.51,4387.97,4386.78,4390.79,4382.78
1778797723000000000,1778797723000,24980026,4393.5,4394.75,4392.25,4392.25,758,568,190,4392.727242744063,4393.5:38;4394:10;4394.75:24;4394.25:110;4392.5:21;4392.75:23;4392.25:532,4386.16,4388.24,4389.95,4386.77,4385.03,4387.43,0.00,0.00,2.81,9.50,2.50,4391.92,4394.75,0.00,0.00,0.00,118423.00,2.66,4386.04,4386.04,4386.04,0.48,0.00,0.00,60.05,90.91,4388.56,4387.37,4391.65,4383.09
1778797789000000000,1778797789000,24980027,4391.5,4392.25,4391,4391.5,345,27,318,4391.314492753623,4391.5:41;4392.25:18;4391.25:262;4391:24,4386.39,4388.54,4390.06,4387.07,4385.21,4387.54,0.00,0.00,2.93,6.25,1.25,4391.92,0.00,0.00,0.00,0.00,122814.00,2.58,4386.21,4386.21,4386.21,0.57,0.00,0.00,57.63,76.36,4388.70,4387.54,4391.82,4383.26
1778797856000000000,1778797856000,24980028,4391.25,4391.5,4389.5,4389.5,194,169,25,4390.594072164949,4391.25:18;4390.75:7;4390.5:122;4391:24;4391.5:7;4389.5:16,4386.66,4388.78,4390.09,4387.23,4385.37,4387.69,0.00,0.00,2.97,7.25,2.00,4391.92,0.00,0.00,0.00,0.00,127203.50,2.55,4386.33,4386.33,4386.33,0.60,0.00,0.00,54.83,74.55,4388.76,4387.59,4391.83,4383.35
1778797922000000000,1778797922000,24980029,4390,4390.5,4388.75,4389.75,322,272,50,4389.423136645963,4390:33;4390.5:20;4389.25:217;4388.75:20;4389.75:32,4386.86,4388.89,4390.11,4387.33,4385.50,4387.85,0.00,0.00,2.99,1.25,1.75,4391.92,0.00,0.00,0.00,0.00,131592.25,2.51,4391.49,4386.41,4381.33,0.57,0.00,0.00,53.47,65.45,4388.81,4387.64,4391.80,4383.47
1778797988000000000,1778797988000,24980030,4390.5,4390.75,4388.75,4390,227,66,161,4389.4140969163,4390.5:8;4388.75:67;4389:7;4389.5:104;4390.75:2;4390.25:17;4390:22,4387.16,4389.04,4390.13,4387.42,4385.63,4388.02,0.00,0.00,3.01,0.75,2.00,4391.92,0.00,0.00,0.00,0.00,135981.00,2.48,4391.38,4386.74,4382.10,0.56,0.00,0.00,53.47,69.09,4388.86,4387.67,4391.78,4383.56
1778798055000000000,1778798055000,24980031,4390.5,4392.5,4389.75,4391,92,70,22,4391.008152173913,4390.5:30;4391.75:7;4392.5:22;4390.25:20;4389.75:6;4391:7,4387.70,4389.17,4390.15,4387.62,4385.80,4388.19,0.00,0.00,3.01,3.00,2.75,4391.92,0.00,0.00,0.00,0.00,140370.75,2.49,4391.28,4387.10,4382.92,0.64,0.00,0.00,55.11,69.09,4388.88,4387.69,4391.79,4383.59
1778798121000000000,1778798121000,24980032,4390.75,4391.75,4389.5,4391.75,119,69,50,4390.689075630252,4390.75:12;4390.5:29;4389.5:13;4391:37;4390:12;4391.75:16,4388.21,4389.32,4390.18,4387.79,4385.95,4388.35,0.00,0.00,3.02,1.50,2.25,4391.92,0.00,0.00,0.00,0.00,144760.25,2.48,4391.38,4387.32,4383.25,0.65,0.00,0.00,54.61,70.91,4388.91,4387.72,4391.80,4383.64
1778798187000000000,1778798187000,24980033,4391.25,4392,4390.5,4390.5,91,77,14,4391.035714285715,4391.25:23;4390.5:38;4391:11;4390.75:2;4392:17,4388.63,4389.49,4390.20,4387.99,4386.10,4388.52,0.00,0.00,3.08,-1.75,1.50,4391.92,0.00,0.00,0.00,0.00,149150.75,2.42,4391.60,4387.48,4383.37,0.68,0.00,0.00,56.29,74.55,4388.93,4387.75,4391.82,4383.68
1778798253000000000,1778798253000,24980034,4389.5,4389.5,4385.75,4385.75,131,50,81,4387.312977099236,4389.5:23;4388.5:23;4386.5:23;4387:22;4386.25:21;4385.75:19,4388.96,4389.49,4390.19,4387.89,4386.19,4388.66,0.00,0.00,3.03,-5.25,4.75,4391.92,0.00,0.00,0.00,0.00,153536.50,2.55,4391.60,4387.51,4383.42,0.56,0.00,0.00,47.51,50.00,4388.94,4387.72,4391.77,4383.67
1778798320000000000,1778798320000,24980035,4386.5,4388,4386.25,4388,304,59,245,4386.999177631579,4386.5:14;4386.75:14;4387:264;4386.25:1;4388:11,4389.11,4389.22,4390.11,4387.81,4386.23,4388.75,0.00,4388.00,3.03,-4.25,2.25,4391.33,0.00,0.00,0.00,0.00,157922.75,2.54,4391.60,4387.52,4383.44,0.38,0.00,0.00,48.40,8.33,4388.86,4387.67,4391.66,4383.67
1778798386000000000,1778798386000,24980036,4387.25,4387.5,4384.75,4387.25,100,63,37,4386.625,4387.25:18;4387.5:10;4386.25:30;4384.75:6;4386:11;4387:25,4388.82,4389.04,4390.08,4387.65,4386.26,4388.80,0.00,0.00,3.06,-4.00,3.25,4390.70,0.00,0.00,0.19,0.00,162307.50,2.58,4391.58,4387.43,4383.28,0.20,0.00,0.00,45.95,25.00,4388.84,4387.63,4391.63,4383.64
1778798452000000000,1778798452000,24980037,4388.25,4390.5,4388.25,4390.5,270,232,38,4389.105555555556,4388.25:15;4389:210;4389.5:18;4389.75:13;4390.5:14,4388.82,4388.97,4390.09,4387.70,4386.37,4388.83,4388.25,0.00,3.06,0.00,3.25,4390.65,0.00,0.00,0.21,0.00,166695.75,2.61,4391.61,4387.46,4383.30,0.21,0.00,0.00,51.92,35.00,4388.82,4387.65,4391.59,4383.72
1778798519000000000,1778798519000,24980038,4389.5,4389.75,4386.5,4388.25,117,91,26,4387.427350427351,4389.5:8;4389.75:1;4388:1;4387.25:11;4386.5:58;4388.5:20;4388.25:18,4388.70,4389.02,4390.09,4387.64,4386.45,4388.86,0.00,0.00,3.01,-1.00,4.00,4390.52,0.00,0.00,0.15,0.00,171082.25,2.69,4391.60,4387.44,4383.28,0.18,0.00,0.00,49.07,47.50,4388.83,4387.64,4391.55,4383.73
1778798585000000000,1778798585000,24980039,4388,4388.75,4384.5,4384.5,62,23,39,4386.790322580645,4388:5;4388.75:3;4388.5:20;4386.75:5;4386.5:2;4386.25:2;4385.5:13;4384.5:12,4388.29,4388.93,4390.08,4387.45,4386.51,4388.86,0.00,4388.75,2.87,-3.75,4.25,4390.25,0.00,0.00,0.05,0.00,175466.75,2.78,4391.47,4387.27,4383.08,0.10,0.00,0.00,46.05,34.15,4388.82,4387.62,4391.53,4383.71
1778798651000000000,1778798651000,24980040,4383.75,4383.75,4380.25,4382,98,93,5,4382.068877551021,4383.75:25;4382.5:2;4381.25:6;4381.75:29;4380.25:15;4382:21,4387.43,4388.46,4390.02,4387.01,4386.44,4388.82,0.00,0.00,3.06,-8.00,4.25,4389.51,0.00,0.00,-0.07,0.00,179847.00,2.86,4391.53,4386.98,4382.42,-0.24,0.00,0.00,40.48,28.57,4388.77,4387.54,4391.54,4383.54
1778798717000000000,1778798717000,24980041,4381.5,4381.5,4380.75,4381.25,145,42,103,4381.091379310345,4381.5:33;4380.75:60;4381.25:47;4381:5,4386.70,4387.82,4389.89,4386.62,4386.32,4388.73,0.00,0.00,3.31,-10.50,1.25,4388.61,0.00,0.00,-0.10,0.00,184227.75,2.77,4391.55,4386.72,4381.88,-0.63,-0.30,-0.33,41.35,10.20,4388.66,4387.44,4391.54,4383.34
1778798784000000000,1778798784000,24980042,4381,4381.75,4380,4381,91,24,67,4380.972527472528,4381:40;4381.5:5;4381.75:14;4380.75:22;4380:10,4386.02,4387.20,4389.81,4386.19,4386.20,4388.60,0.00,0.00,3.40,-7.75,1.75,4387.76,0.00,0.00,-0.14,0.00,188607.75,2.71,4391.41,4386.37,4381.33,-0.94,-0.41,-0.53,40.42,8.00,4388.59,4387.37,4391.55,4383.19
1778798850000000000,1778798850000,24980043,4380.5,4380.5,4376.75,4377.5,550,103,447,4379.146818181818,4380.5:75;4379.5:202;4378.75:213;4378.25:23;4377.5:28;4376.75:9,4385.16,4386.59,4389.32,4385.58,4386.06,4388.42,0.00,0.00,4.00,-7.50,4.25,4386.82,0.00,4376.75,-0.20,0.00,192984.50,2.80,4391.65,4386.00,4380.35,-1.25,-0.55,-0.70,36.64,23.81,4388.16,4386.80,4391.80,4381.81
1778798916000000000,1778798916000,24980044,4377.5,4381.5,4377.5,4381.5,346,143,203,4380.545520231214,4377.5:18;4377.75:7;4378.5:2;4380.25:107;4381.25:19;4381:175;4381.5:18,4384.36,4385.77,4389.06,4385.05,4385.95,4388.19,0.00,0.00,4.41,-6.00,4.00,4386.17,0.00,0.00,-0.24,0.00,197362.00,2.87,4391.82,4385.73,4379.63,-1.45,-0.70,-0.75,38.04,4.76,4387.81,4386.50,4391.82,4381.19
1778798983000000000,1778798983000,24980045,4381.25,4383.5,4381.25,4383.25,400,125,275,4383.043125,4381.25:3;4382:3;4383:242;4383.5:17;4382.75:14;4382.5:13;4383.25:108,4383.75,4385.36,4388.86,4384.77,4385.89,4387.95,0.00,0.00,4.51,-7.00,2.25,4385.77,0.00,0.00,-0.23,0.00,201743.25,2.83,4391.78,4385.57,4379.36,-1.49,-0.83,-0.66,44.50,29.51,4387.58,4386.31,4391.67,4380.96
1778799049000000000,1778799049000,24980046,4382.25,4384.25,4382.25,4383.25,95,51,44,4383.118421052632,4382.25:11;4383:10;4382.75:22;4383.25:40;4384.25:12,4383.23,4385.07,4388.82,4384.56,4385.85,4387.70,0.00,0.00,4.54,-5.50,2.00,4385.49,0.00,0.00,-0.17,0.00,206125.50,2.78,4391.76,4385.49,4379.22,-1.47,-0.94,-0.54,46.07,36.07,4387.53,4386.28,4391.63,4380.92
1778799115000000000,1778799115000,24980047,4383.75,4384.5,4382.25,4382.25,96,38,58,4383.71875,4383.75:15;4384.5:37;4383.25:5;4384:12;4383.5:6;4382.5:7;4382.25:14,4382.64,4384.95,4388.78,4384.36,4385.81,4387.46,0.00,0.00,4.48,-4.25,2.25,4385.34,4384.50,0.00,-0.16,0.00,210507.75,2.76,4391.76,4385.49,4379.22,-1.44,-1.02,-0.42,46.07,50.91,4387.50,4386.24,4391.59,4380.89
1778799182000000000,1778799182000,24980048,4383,4383,4381.25,4381.25,218,52,166,4381.810779816514,4383:25;4382.25:14;4382.75:29;4381.75:42;4381.25:108,4382.32,4384.78,4388.67,4384.10,4385.74,4387.24,0.00,0.00,4.29,-0.75,1.75,4384.95,0.00,0.00,-0.22,0.00,214889.00,2.70,4391.77,4385.46,4379.14,-1.48,-1.10,-0.38,44.67,45.45,4387.41,4386.15,4391.51,4380.78
1778799248000000000,1778799248000,24980049,4382,4382,4377,4377,105,22,83,4379.690476190476,4382:20;4380.5:8;4380:20;4379.75:22;4378.25:14;4378.5:11;4377:10,4381.66,4384.52,4388.61,4383.58,4385.65,4387.01,0.00,0.00,4.36,0.50,5.00,4384.38,0.00,0.00,-0.20,0.00,219266.00,2.83,4391.91,4385.20,4378.49,-1.55,-1.17,-0.38,39.35,38.18,4387.36,4386.06,4391.51,4380.62
